year,gss_code,usual_residence_of_mother,type,total_births_all,total_births_uk_mothers,total_births_overseas_mothers,overseas_mothers_total_EU,overseas_mothers_pre2004_EU_countries,overseas_mothers_post2004_EU_accession_countries,overseas_mothers_non_EU_europe,overseas_mothers_asia,overseas_mothers_africa,overseas_mothers_rest_of_world
2001,E92000001,ENGLAND,Country,563744,467536,96208,17632,14388,3244,5228,39147,20558,13643
2001,W92000004,WALES,Country,30616,29022,1594,430,380,50,58,682,246,178
2001,E12000001,NORTH EAST,Region,25949,24429,1520,324,284,40,72,768,231,125
2001,E12000002,NORTH WEST,Region,75201,67632,7569,1136,989,147,199,4743,936,555
2001,E12000003,YORKSHIRE AND THE HUMBER,Region,55625,49071,6554,860,733,127,173,4611,484,426
2001,E12000004,EAST MIDLANDS,Region,44642,40379,4263,812,680,132,160,1947,900,444
2001,E12000005,WEST MIDLANDS,Region,60818,52022,8796,972,824,148,227,6210,753,634
2001,E12000006,EAST,Region,60090,52737,7353,1934,1641,293,341,2553,1133,1392
2001,E12000007,LONDON,Region,104162,59104,45058,6977,5365,1612,3380,13489,13600,7612
2001,E12000008,SOUTH EAST,Region,88510,77036,11474,3364,2812,552,530,3821,1977,1782
2001,E12000009,SOUTH WEST,Region,48747,45126,3621,1253,1060,193,146,1005,544,673
2001,E09000007,Camden,London Borough,2792,1148,1644,279,230,49,142,600,384,239
2001,E09000013,Hammersmith and Fulham,London Borough,2365,1294,1071,261,214,47,81,210,297,222
2001,E09000014,Haringey,London Borough,3830,1697,2133,337,204,133,462,306,711,317
2001,E09000019,Islington,London Borough,2500,1433,1067,201,161,40,181,237,288,160
2001,E09000020,Kensington and Chelsea,London Borough,2138,718,1420,373,346,27,103,271,247,426
2001,E09000022,Lambeth,London Borough,4397,2290,2107,386,329,57,87,257,847,530
2001,E09000023,Lewisham,London Borough,3718,2269,1449,214,160,54,108,188,555,384
2001,E09000025,Newham,London Borough,4805,1742,3063,206,111,95,123,1388,1004,342
2001,E09000028,Southwark,London Borough,3998,2093,1905,265,211,54,69,258,1032,281
2001,E09000030,Tower Hamlets,London Borough,3646,1183,2463,121,94,27,36,1971,232,103
2001,E09000032,Wandsworth,London Borough,4182,2650,1532,333,283,50,61,298,433,407
2001,E09000033,Westminster,London Borough,2570,923,1647,288,231,57,120,612,353,274
2001,E09000002,Barking and Dagenham,London Borough,2407,1745,662,97,57,40,82,141,288,54
2001,E09000003,Barnet,London Borough,4063,2350,1713,318,238,80,131,540,529,195
2001,E09000004,Bexley,London Borough,2626,2279,347,63,49,14,33,81,126,44
2001,E09000005,Brent,London Borough,3917,1463,2454,329,251,78,93,761,810,461
2001,E09000006,Bromley,London Borough,3414,2842,572,171,135,36,43,122,140,96
2001,E09000008,Croydon,London Borough,4401,2980,1421,173,141,32,84,347,532,285
2001,E09000009,Ealing,London Borough,4392,2060,2332,320,239,81,98,932,624,358
2001,E09000010,Enfield,London Borough,3747,2207,1540,287,146,141,359,256,473,165
2001,E09000011,Greenwich,London Borough,3210,2134,1076,137,93,44,65,214,499,161
2001,E09000015,Harrow,London Borough,2581,1307,1274,156,129,27,42,401,400,275
2001,E09000016,Havering,London Borough,2382,2199,183,43,36,7,12,51,47,30
2001,E09000017,Hillingdon,London Borough,3244,2278,966,175,151,24,36,333,286,136
2001,E09000018,Hounslow,London Borough,3134,1704,1430,230,185,45,70,614,386,130
2001,E09000021,Kingston upon Thames,London Borough,1787,1247,540,110,96,14,31,167,95,137
2001,E09000024,Merton,London Borough,2664,1654,1010,200,176,24,48,221,240,301
2001,E09000026,Redbridge,London Borough,3110,1783,1327,133,86,47,81,573,337,203
2001,E09000027,Richmond upon Thames,London Borough,2394,1706,688,225,194,31,36,129,84,214
2001,E09000029,Sutton,London Borough,2090,1725,365,93,72,21,15,88,97,72
2001,E09000031,Waltham Forest,London Borough,3510,1954,1556,197,135,62,127,500,471,261
2001,E09000012,Hackney and City of London,London Borough,4148,2047,2101,256,182,74,321,422,753,349
2002,E92000001,ENGLAND,Country,565709,462103,103606,18373,14765,3608,5315,41798,23182,14938
2002,W92000004,WALES,Country,30205,28501,1704,442,371,71,47,735,287,193
2002,E12000001,NORTH EAST,Region,26271,24526,1745,389,330,59,84,834,277,161
2002,E12000002,NORTH WEST,Region,74641,66409,8232,1194,1017,177,224,5025,1176,613
2002,E12000003,YORKSHIRE AND THE HUMBER,Region,55535,48592,6943,915,740,175,176,4740,672,440
2002,E12000004,EAST MIDLANDS,Region,45039,40150,4889,949,783,166,194,2173,1117,456
2002,E12000005,WEST MIDLANDS,Region,61035,51444,9591,936,774,162,210,6667,1037,741
2002,E12000006,EAST,Region,60171,52281,7890,1887,1557,330,380,2826,1305,1492
2002,E12000007,LONDON,Region,105603,57544,48059,7311,5524,1787,3368,14333,14642,8405
2002,E12000008,SOUTH EAST,Region,88082,75857,12225,3444,2894,550,511,4089,2318,1863
2002,E12000009,SOUTH WEST,Region,49332,45300,4032,1348,1146,202,168,1111,638,767
2002,E09000007,Camden,London Borough,2839,1151,1688,285,241,44,163,550,444,246
2002,E09000013,Hammersmith and Fulham,London Borough,2585,1341,1244,316,268,48,74,242,349,263
2002,E09000014,Haringey,London Borough,3731,1649,2082,340,219,121,427,308,657,350
2002,E09000019,Islington,London Borough,2510,1372,1138,221,172,49,155,211,359,192
2002,E09000020,Kensington and Chelsea,London Borough,2156,767,1389,366,343,23,82,255,263,423
2002,E09000022,Lambeth,London Borough,4374,2179,2195,428,371,57,66,242,878,581
2002,E09000023,Lewisham,London Borough,3845,2266,1579,231,171,60,94,199,623,432
2002,E09000025,Newham,London Borough,4938,1684,3254,212,100,112,122,1486,1021,413
2002,E09000028,Southwark,London Borough,4138,2023,2115,267,187,80,69,283,1095,401
2002,E09000030,Tower Hamlets,London Borough,3845,1232,2613,117,89,28,49,2078,276,93
2002,E09000032,Wandsworth,London Borough,4080,2539,1541,328,274,54,60,341,433,379
2002,E09000033,Westminster,London Borough,2552,847,1705,287,238,49,131,623,349,315
2002,E09000002,Barking and Dagenham,London Borough,2419,1655,764,73,48,25,93,162,365,71
2002,E09000003,Barnet,London Borough,4180,2331,1849,318,220,98,148,603,559,221
2002,E09000004,Bexley,London Borough,2517,2159,358,68,57,11,23,67,150,50
2002,E09000005,Brent,London Borough,4155,1489,2666,348,245,103,130,829,841,518
2002,E09000006,Bromley,London Borough,3401,2820,581,157,133,24,44,101,155,124
2002,E09000008,Croydon,London Borough,4372,2830,1542,207,165,42,74,371,531,359
2002,E09000009,Ealing,London Borough,4436,1987,2449,371,263,108,103,955,604,416
2002,E09000010,Enfield,London Borough,3988,2195,1793,311,155,156,397,289,601,195
2002,E09000011,Greenwich,London Borough,3345,2086,1259,165,128,37,77,244,585,188
2002,E09000015,Harrow,London Borough,2564,1249,1315,134,103,31,36,428,422,295
2002,E09000016,Havering,London Borough,2257,2039,218,50,36,14,15,61,65,27
2002,E09000017,Hillingdon,London Borough,3292,2210,1082,170,136,34,35,417,296,164
2002,E09000018,Hounslow,London Borough,3253,1683,1570,235,174,61,53,667,440,175
2002,E09000021,Kingston upon Thames,London Borough,1815,1230,585,134,114,20,23,186,127,115
2002,E09000024,Merton,London Borough,2535,1480,1055,194,149,45,46,224,279,312
2002,E09000026,Redbridge,London Borough,3231,1795,1436,137,89,48,76,651,364,208
2002,E09000027,Richmond upon Thames,London Borough,2413,1686,727,249,232,17,31,156,95,196
2002,E09000029,Sutton,London Borough,2131,1689,442,97,75,22,22,115,129,79
2002,E09000031,Waltham Forest,London Borough,3565,1921,1644,217,134,83,139,561,479,248
2002,E09000012,Hackney and City of London,London Borough,4141,1960,2181,278,195,83,311,428,808,356
2003,E92000001,ENGLAND,Country,589851,476592,113259,19800,15428,4372,5777,44567,26886,16229
2003,W92000004,WALES,Country,31400,29355,2045,513,442,71,75,880,366,211
2003,E12000001,NORTH EAST,Region,27005,25148,1857,391,330,61,86,875,337,168
2003,E12000002,NORTH WEST,Region,77847,68935,8912,1308,1090,218,237,5315,1377,675
2003,E12000003,YORKSHIRE AND THE HUMBER,Region,57923,50422,7501,986,820,166,209,4934,896,476
2003,E12000004,EAST MIDLANDS,Region,46916,41611,5305,948,775,173,222,2345,1285,505
2003,E12000005,WEST MIDLANDS,Region,63694,53306,10388,1026,822,204,231,6798,1408,925
2003,E12000006,EAST,Region,62711,53846,8865,2172,1802,370,376,3081,1640,1596
2003,E12000007,LONDON,Region,110437,58147,52290,7918,5653,2265,3628,15404,16334,9006
2003,E12000008,SOUTH EAST,Region,91842,78192,13650,3648,2945,703,608,4599,2752,2043
2003,E12000009,SOUTH WEST,Region,51476,46985,4491,1403,1191,212,180,1216,857,835
2003,E09000007,Camden,London Borough,2944,1146,1798,317,261,56,160,617,447,257
2003,E09000013,Hammersmith and Fulham,London Borough,2559,1349,1210,277,225,52,94,235,353,251
2003,E09000014,Haringey,London Borough,3890,1669,2221,372,220,152,435,325,723,366
2003,E09000019,Islington,London Borough,2671,1432,1239,224,180,44,174,258,375,208
2003,E09000020,Kensington and Chelsea,London Borough,2235,790,1445,392,354,38,93,298,222,440
2003,E09000022,Lambeth,London Borough,4787,2348,2439,444,362,82,78,274,1016,627
2003,E09000023,Lewisham,London Borough,3932,2227,1705,242,174,68,104,233,669,457
2003,E09000025,Newham,London Borough,5102,1652,3450,283,113,170,117,1557,1104,389
2003,E09000028,Southwark,London Borough,4342,2015,2327,289,221,68,84,291,1258,405
2003,E09000030,Tower Hamlets,London Borough,3940,1252,2688,157,103,54,49,2086,256,140
2003,E09000032,Wandsworth,London Borough,4359,2623,1736,352,280,72,61,385,519,419
2003,E09000033,Westminster,London Borough,2764,897,1867,351,298,53,125,697,382,312
2003,E09000002,Barking and Dagenham,London Borough,2594,1656,938,99,54,45,84,209,482,64
2003,E09000003,Barnet,London Borough,4334,2278,2056,376,250,126,158,659,631,232
2003,E09000004,Bexley,London Borough,2640,2208,432,72,57,15,28,97,193,42
2003,E09000005,Brent,London Borough,4376,1527,2849,419,261,158,135,884,845,566
2003,E09000006,Bromley,London Borough,3651,2923,728,171,130,41,50,151,201,155
2003,E09000008,Croydon,London Borough,4591,2887,1704,183,137,46,89,385,638,409
2003,E09000009,Ealing,London Borough,4479,1930,2549,383,243,140,99,985,672,410
2003,E09000010,Enfield,London Borough,4087,2118,1969,287,147,140,451,308,684,239
2003,E09000011,Greenwich,London Borough,3446,2105,1341,179,123,56,74,243,672,173
2003,E09000015,Harrow,London Borough,2848,1307,1541,186,138,48,65,493,452,345
2003,E09000016,Havering,London Borough,2366,2096,270,46,34,12,23,72,103,26
2003,E09000017,Hillingdon,London Borough,3334,2096,1238,181,146,35,39,463,356,199
2003,E09000018,Hounslow,London Borough,3306,1677,1629,249,175,74,74,658,490,158
2003,E09000021,Kingston upon Thames,London Borough,1859,1227,632,142,109,33,31,196,133,130
2003,E09000024,Merton,London Borough,2737,1519,1218,214,162,52,48,269,324,363
2003,E09000026,Redbridge,London Borough,3376,1776,1600,151,69,82,67,716,443,223
2003,E09000027,Richmond upon Thames,London Borough,2548,1766,782,247,218,29,41,152,140,202
2003,E09000029,Sutton,London Borough,2247,1762,485,85,66,19,27,134,143,96
2003,E09000031,Waltham Forest,London Borough,3770,1870,1900,256,142,114,153,587,597,307
2003,E09000012,Hackney and City of London,London Borough,4323,2019,2304,292,201,91,318,487,811,396
2004,E92000001,ENGLAND,Country,607184,484982,122202,21307,15964,5343,6023,47780,30699,16393
2004,W92000004,WALES,Country,32325,30044,2281,541,450,91,65,1026,393,256
2004,E12000001,NORTH EAST,Region,27815,25811,2004,385,330,55,79,978,382,180
2004,E12000002,NORTH WEST,Region,81164,71179,9985,1475,1232,243,228,5859,1770,653
2004,E12000003,YORKSHIRE AND THE HUMBER,Region,60193,52223,7970,1029,828,201,185,5128,1165,463
2004,E12000004,EAST MIDLANDS,Region,48245,42715,5530,1043,827,216,188,2342,1433,524
2004,E12000005,WEST MIDLANDS,Region,65911,54624,11287,1047,812,235,264,7161,1878,937
2004,E12000006,EAST,Region,64250,54467,9783,2308,1826,482,421,3477,1930,1647
2004,E12000007,LONDON,Region,113679,57772,55907,8733,5872,2861,3763,16498,18002,8911
2004,E12000008,SOUTH EAST,Region,93634,78796,14838,3742,2946,796,688,4969,3198,2241
2004,E12000009,SOUTH WEST,Region,52293,47395,4898,1545,1291,254,207,1368,941,837
2004,E09000007,Camden,London Borough,3047,1198,1849,343,281,62,157,631,444,274
2004,E09000013,Hammersmith and Fulham,London Borough,2623,1338,1285,322,261,61,89,270,372,232
2004,E09000014,Haringey,London Borough,4017,1608,2409,445,253,192,478,351,796,339
2004,E09000019,Islington,London Borough,2675,1417,1258,236,184,52,158,263,392,209
2004,E09000020,Kensington and Chelsea,London Borough,2205,728,1477,421,369,52,107,295,259,395
2004,E09000022,Lambeth,London Borough,4753,2170,2583,498,387,111,80,294,1109,602
2004,E09000023,Lewisham,London Borough,4068,2241,1827,259,178,81,113,256,747,452
2004,E09000025,Newham,London Borough,5170,1486,3684,367,138,229,109,1646,1172,390
2004,E09000028,Southwark,London Borough,4452,2012,2440,315,224,91,91,359,1263,412
2004,E09000030,Tower Hamlets,London Borough,4086,1272,2814,165,110,55,55,2124,340,130
2004,E09000032,Wandsworth,London Borough,4345,2591,1754,372,281,91,69,389,545,379
2004,E09000033,Westminster,London Borough,2734,889,1845,362,309,53,132,674,349,328
2004,E09000002,Barking and Dagenham,London Borough,2751,1591,1160,108,50,58,86,258,618,90
2004,E09000003,Barnet,London Borough,4482,2266,2216,436,240,196,185,701,675,219
2004,E09000004,Bexley,London Borough,2699,2186,513,70,45,25,25,96,265,57
2004,E09000005,Brent,London Borough,4326,1395,2931,405,222,183,124,963,915,524
2004,E09000006,Bromley,London Borough,3589,2865,724,172,139,33,60,152,220,120
2004,E09000008,Croydon,London Borough,4869,2963,1906,226,161,65,82,444,747,407
2004,E09000009,Ealing,London Borough,4767,1997,2770,494,275,219,118,1016,690,452
2004,E09000010,Enfield,London Borough,4222,2148,2074,305,142,163,439,303,824,203
2004,E09000011,Greenwich,London Borough,3721,2191,1530,203,133,70,88,274,788,177
2004,E09000015,Harrow,London Borough,2870,1230,1640,198,127,71,61,558,475,348
2004,E09000016,Havering,London Borough,2559,2226,333,62,44,18,26,89,119,37
2004,E09000017,Hillingdon,London Borough,3473,2165,1308,170,136,34,45,511,404,178
2004,E09000018,Hounslow,London Borough,3638,1665,1973,276,173,103,89,883,528,197
2004,E09000021,Kingston upon Thames,London Borough,2041,1334,707,144,119,25,34,217,175,137
2004,E09000024,Merton,London Borough,2828,1522,1306,209,144,65,51,283,403,360
2004,E09000026,Redbridge,London Borough,3483,1749,1734,171,89,82,57,770,489,247
2004,E09000027,Richmond upon Thames,London Borough,2585,1742,843,252,212,40,47,167,156,221
2004,E09000029,Sutton,London Borough,2220,1676,544,102,68,34,33,138,176,95
2004,E09000031,Waltham Forest,London Borough,3957,1862,2095,310,165,145,145,634,707,299
2004,E09000012,Hackney and City of London,London Borough,4424,2049,2375,315,213,102,330,489,840,401
2005,E92000001,ENGLAND,Country,613028,481453,131575,24286,16418,7868,6343,49935,34260,16751
2005,W92000004,WALES,Country,32593,30059,2534,631,507,124,90,1101,482,230
2005,E12000001,NORTH EAST,Region,28249,26075,2174,408,327,81,81,1065,443,177
2005,E12000002,NORTH WEST,Region,81722,71034,10688,1552,1200,352,258,6095,2112,671
2005,E12000003,YORKSHIRE AND THE HUMBER,Region,60665,51798,8867,1245,833,412,253,5462,1403,504
2005,E12000004,EAST MIDLANDS,Region,49080,42830,6250,1212,833,379,229,2595,1657,557
2005,E12000005,WEST MIDLANDS,Region,65956,53817,12139,1283,866,417,240,7530,2153,933
2005,E12000006,EAST,Region,64687,54182,10505,2661,1883,778,411,3509,2235,1689
2005,E12000007,LONDON,Region,116019,56567,59452,9811,5966,3845,3951,16960,19596,9134
2005,E12000008,SOUTH EAST,Region,93921,77861,16060,4385,3146,1239,672,5240,3529,2234
2005,E12000009,SOUTH WEST,Region,52729,47289,5440,1729,1364,365,248,1479,1132,852
2005,E09000007,Camden,London Borough,2954,1146,1808,326,264,62,168,601,452,261
2005,E09000013,Hammersmith and Fulham,London Borough,2686,1307,1379,364,294,70,91,265,422,237
2005,E09000014,Haringey,London Borough,4026,1548,2478,477,241,236,445,375,833,348
2005,E09000019,Islington,London Borough,2731,1414,1317,261,195,66,175,227,443,211
2005,E09000020,Kensington and Chelsea,London Borough,2188,738,1450,420,370,50,96,262,246,426
2005,E09000022,Lambeth,London Borough,4739,2137,2602,502,350,152,76,301,1154,569
2005,E09000023,Lewisham,London Borough,4284,2232,2052,310,189,121,91,258,907,486
2005,E09000025,Newham,London Borough,5353,1500,3853,446,149,297,99,1655,1277,376
2005,E09000028,Southwark,London Borough,4714,1935,2779,337,236,101,96,402,1528,416
2005,E09000030,Tower Hamlets,London Borough,3968,1255,2713,207,130,77,81,1948,338,139
2005,E09000032,Wandsworth,London Borough,4554,2616,1938,415,291,124,78,445,568,432
2005,E09000033,Westminster,London Borough,2912,893,2019,406,333,73,133,766,380,334
2005,E09000002,Barking and Dagenham,London Borough,2985,1638,1347,122,54,68,104,254,798,69
2005,E09000003,Barnet,London Borough,4728,2342,2386,482,253,229,224,707,718,255
2005,E09000004,Bexley,London Borough,2686,2108,578,68,47,21,29,92,335,54
2005,E09000005,Brent,London Borough,4503,1411,3092,478,231,247,99,1006,943,566
2005,E09000006,Bromley,London Borough,3663,2916,747,174,118,56,61,143,243,126
2005,E09000008,Croydon,London Borough,4704,2642,2062,254,152,102,88,473,813,434
2005,E09000009,Ealing,London Borough,4838,1915,2923,572,257,315,124,1068,710,449
2005,E09000010,Enfield,London Borough,4496,2138,2358,360,147,213,553,359,882,204
2005,E09000011,Greenwich,London Borough,3963,2062,1901,262,156,106,84,313,1024,218
2005,E09000015,Harrow,London Borough,2872,1182,1690,208,112,96,63,570,477,372
2005,E09000016,Havering,London Borough,2474,2100,374,59,34,25,30,114,138,33
2005,E09000017,Hillingdon,London Borough,3489,2035,1454,205,135,70,43,591,409,206
2005,E09000018,Hounslow,London Borough,3674,1658,2016,315,164,151,78,870,569,184
2005,E09000021,Kingston upon Thames,London Borough,2000,1279,721,173,116,57,29,239,145,135
2005,E09000024,Merton,London Borough,2925,1502,1423,268,158,110,51,300,426,378
2005,E09000026,Redbridge,London Borough,3577,1705,1872,210,104,106,83,850,493,236
2005,E09000027,Richmond upon Thames,London Borough,2580,1703,877,275,213,62,50,154,194,204
2005,E09000029,Sutton,London Borough,2325,1693,632,131,88,43,29,182,176,114
2005,E09000031,Waltham Forest,London Borough,3989,1781,2208,372,158,214,160,683,682,311
2005,E09000012,Hackney and City of London,London Borough,4439,2036,2403,352,227,125,340,487,873,351
2006,E92000001,ENGLAND,Country,635748,491646,144102,29473,16932,12541,6744,53770,36198,17917
2006,W92000004,WALES,Country,33628,30873,2755,804,513,291,99,1119,491,242
2006,E12000001,NORTH EAST,Region,29184,26663,2521,542,384,158,97,1182,492,208
2006,E12000002,NORTH WEST,Region,84155,72215,11940,2027,1238,789,289,6574,2304,746
2006,E12000003,YORKSHIRE AND THE HUMBER,Region,62955,53240,9715,1667,877,790,257,5716,1547,528
2006,E12000004,EAST MIDLANDS,Region,50717,43342,7375,1815,937,878,269,2903,1772,616
2006,E12000005,WEST MIDLANDS,Region,67688,54601,13087,1677,899,778,242,7781,2431,956
2006,E12000006,EAST,Region,66870,55050,11820,3276,1908,1368,492,3851,2460,1741
2006,E12000007,LONDON,Region,120898,57376,63522,11309,6191,5118,4090,18206,20043,9874
2006,E12000008,SOUTH EAST,Region,98566,80528,18038,5113,3138,1975,751,5921,3909,2344
2006,E12000009,SOUTH WEST,Region,54715,48631,6084,2047,1360,687,257,1636,1240,904
2006,E09000007,Camden,London Borough,3012,1152,1860,338,269,69,175,645,409,293
2006,E09000013,Hammersmith and Fulham,London Borough,2775,1256,1519,373,277,96,100,287,450,309
2006,E09000014,Haringey,London Borough,4076,1585,2491,552,240,312,418,346,802,373
2006,E09000019,Islington,London Borough,2803,1432,1371,302,203,99,159,262,412,236
2006,E09000020,Kensington and Chelsea,London Borough,2322,741,1581,483,429,54,117,328,259,394
2006,E09000022,Lambeth,London Borough,4908,2255,2653,545,382,163,85,304,1129,590
2006,E09000023,Lewisham,London Borough,4568,2262,2306,366,207,159,113,339,994,494
2006,E09000025,Newham,London Borough,5523,1424,4099,526,138,388,121,1777,1248,427
2006,E09000028,Southwark,London Borough,4753,2068,2685,366,243,123,96,369,1445,409
2006,E09000030,Tower Hamlets,London Borough,4152,1292,2860,218,123,95,80,2017,370,175
